step_id,type,title,description,playbook
173,ACTION,Use ICSNPP for Enhanced Network Visibility,"For enhanced network visibility to potentially identify abnormal traffic, consider using CISA’s open-source Industrial Control Systems Network Protocol Parsers (ICSNPP).",CISA_aa22-103a_playbook-aa22-103a.json
174,ACTION,Enforce Principle of Least Privilege,"Ensure all applications are only installed when necessary for operation. Enforce principle of least privilege. Only use admin accounts when required for tasks, such as installing software updates.",CISA_aa22-103a_playbook-aa22-103a.json
175,ACTION,Investigate Denial of Service Symptoms,"Investigate symptoms of a denial of service or connection severing, which exhibit as delays in communications processing, loss of function requiring a reboot, and delayed actions to operator comments as signs of potential malicious activity.",CISA_aa22-103a_playbook-aa22-103a.json
176,ACTION,Monitor for Unusual Drivers,"Monitor systems for loading of unusual drivers, especially for ASRock driver if no ASRock driver is normally used on the system.",CISA_aa22-103a_playbook-aa22-103a.json
177,ACTION,Apply Defense-in-Depth Security Strategy,Implement a defense-in-depth security strategy by applying security principles such as least access models and defense-in-depth to user and application privileges.,CISA_aa22-108a_playbook-aa22-108a.json
178,ACTION,Implement Network Segmentation,Use network segmentation to separate networks into zones based on roles and requirements to prevent lateral movement and limit the attack surface.,CISA_aa22-108a_playbook-aa22-108a.json
179,ACTION,Implement Patch Management Program,"Establish a timely vulnerability and patch management program to mitigate exposure to critical CVEs, prioritizing patching of internet-facing devices.",CISA_aa22-108a_playbook-aa22-108a.json
180,ACTION,Enforce Credential Requirements and MFA,Ensure users change passwords regularly and implement multifactor authentication (MFA) to reduce the risk of credential theft.,CISA_aa22-108a_playbook-aa22-108a.json
181,ACTION,Educate Users on Social Engineering,Train users to identify social engineering techniques and only open links and attachments from trusted senders.,CISA_aa22-108a_playbook-aa22-108a.json
182,ACTION,Implement Email and Domain Mitigations,Maintain awareness of themed emails and have a robust domain security solution to monitor or block newly registered domains (NRDs).,CISA_aa22-108a_playbook-aa22-108a.json
183,ACTION,Disable HTML in Emails and Scan Attachments,Disable HTML in emails and scan email attachments to detect potentially malicious payloads.,CISA_aa22-108a_playbook-aa22-108a.json
184,ACTION,Implement Endpoint Protection,Ensure mobile devices have installed security suites to detect and mitigate malware.,CISA_aa22-108a_playbook-aa22-108a.json
185,ACTION,Enforce Application Security with Allowlisting,Use application allowlisting to monitor programs and only allow those on the approved allowlist to execute.,CISA_aa22-108a_playbook-aa22-108a.json
186,ACTION,Disable Macros in Office Products,"Configure office products to disable macros that originate from outside the organization, using Group Policy Administrative Templates.",CISA_aa22-108a_playbook-aa22-108a.json
187,ACTION,Verify Third-Party Downloads,Ensure file downloads are from reputable sources and not from third-party vendors to prevent trojanized applications.,CISA_aa22-108a_playbook-aa22-108a.json
188,ACTION,Create an Incident Response Plan,"Develop a plan to respond to cyber intrusions, including reporting incidents to the FBI and CISA.",CISA_aa22-108a_playbook-aa22-108a.json
189,ACTION,Scan Hyperlinks in Emails,Scan hyperlinks in emails and open them with precautionary measures to reduce the likelihood of clicking on a malicious link.,CISA_aa22-108a_playbook-aa22-108a.json
190,ACTION,Configure Macro Security Level in Productivity Software,Set the Macro Security Level in productivity software like LibreOffice and OpenOffice to block unauthorized macros.,CISA_aa22-108a_playbook-aa22-108a.json
191,ACTION,Update Software,"Update software, including operating systems, applications, and firmware on IT network assets. Prioritize patching known exploited vulnerabilities and critical and high vulnerabilities that allow for remote code execution or denial-of-service on internet-facing equipment. Consider using a centralized patch management system.",CISA_aa22-110a_playbook-aa22-110a.json
192,ACTION,Enforce Multi-Factor Authentication (MFA),"Enforce MFA to the greatest extent possible and require accounts with password logins, including service accounts, to have strong passwords. Review configuration policies to protect against 'fail open' and re-enrollment scenarios.",CISA_aa22-110a_playbook-aa22-110a.json
193,ACTION,Secure and Monitor RDP and Risky Services,"Secure and monitor RDP and other potentially risky services. Limit access to resources over internal networks, especially by restricting RDP and using virtual desktop infrastructure. If RDP is necessary, restrict the originating sources and require MFA. Use a VPN for external RDP access. Monitor remote access/RDP logs and enforce account lockouts.",CISA_aa22-110a_playbook-aa22-110a.json
194,ACTION,Provide End-User Awareness and Training,"Provide end-user awareness and training to help prevent successful targeted social engineering and spearphishing campaigns. Ensure employees are aware of potential cyber threats and delivery methods, and know whom to contact when they receive a suspected phishing email or suspect a cyber incident.",CISA_aa22-110a_playbook-aa22-110a.json
195,ACTION,Update Software and Systems,"Update software, operating systems, applications, and firmware on IT network assets in a timely manner. Prioritize patching known exploited vulnerabilities, especially those CVEs identified in this CSA, and then critical and high vulnerabilities that allow for remote code execution or denial-of-service on internet-facing equipment.",CISA_aa22-117a_playbook-aa22-117a.json
196,ACTION,Apply Available Patches,Apply patches for known exploited or critical vulnerabilities as soon as they are available.,CISA_aa22-117a_playbook-aa22-117a.json
197,ACTION,Implement Vendor-Approved Workarounds,"If a patch for a known exploited or critical vulnerability cannot be quickly applied, implement vendor-approved workarounds.",CISA_aa22-117a_playbook-aa22-117a.json
198,ACTION,Use Centralized Patch Management System,Use a centralized patch management system to manage and automate the patching process.,CISA_aa22-117a_playbook-aa22-117a.json
199,ACTION,Replace End-of-Life Software,Replace end-of-life software that is no longer supported by the vendor.,CISA_aa22-117a_playbook-aa22-117a.json
200,ACTION,Consider Moving Services to Cloud or Managed Service Providers,"Consider moving services to mature, reputable cloud service providers (CSPs) or managed service providers (MSPs) if unable to perform rapid scanning and patching of internet-facing systems.",CISA_aa22-117a_playbook-aa22-117a.json
201,ACTION,Collaborate with MSPs and CSPs to Reduce Risks,Proactively collaborate with MSPs and CSPs to jointly reduce risks as they expand the organization's attack surface.,CISA_aa22-117a_playbook-aa22-117a.json
202,ACTION,Enforce Multifactor Authentication (MFA),"Enforce multifactor authentication (MFA) for all users, without exception, and on all VPN connections. If MFA is unavailable, require employees engaging in remote work to use strong passwords.",CISA_aa22-117a_playbook-aa22-117a.json
203,ACTION,Review and Manage Privileged Accounts,"Regularly review, validate, or remove privileged accounts (annually at a minimum). Configure access control under the concept of least privilege principle.",CISA_aa22-117a_playbook-aa22-117a.json
204,ACTION,Ensure Least Privilege for Software Service Accounts,Ensure software service accounts only provide necessary permissions (least privilege) to perform intended functions (non-administrative privileges).,CISA_aa22-117a_playbook-aa22-117a.json
205,ACTION,Configure and Secure Internet-Facing Network Devices,"Properly configure and secure internet-facing network devices, disable unused or unnecessary network ports and protocols, encrypt network traffic, and disable unused network services and devices.",CISA_aa22-117a_playbook-aa22-117a.json
206,ACTION,Harden Enterprise Network Services,"Harden commonly exploited enterprise network services, including LLMNR, RDP, CIFS, Active Directory, and OpenLDAP.",CISA_aa22-117a_playbook-aa22-117a.json
207,ACTION,Manage Windows KDC Accounts,"Manage Windows Key Distribution Center (KDC) accounts (e.g., KRBTGT) to minimize Golden Ticket attacks and Kerberoasting.",CISA_aa22-117a_playbook-aa22-117a.json
208,ACTION,Control Use of Native Scripting Applications,"Strictly control the use of native scripting applications, such as command-line, PowerShell, WinRM, WMI, and DCOM.",CISA_aa22-117a_playbook-aa22-117a.json
209,ACTION,Segment Networks and Monitor Attack Surface,"Segment networks to limit or block lateral movement by controlling access to applications, devices, and databases. Use private virtual local area networks. Continuously monitor the attack surface and investigate abnormal activity.",CISA_aa22-117a_playbook-aa22-117a.json
210,ACTION,Use Security Tools,"Use security tools, such as endpoint detection and response (EDR) and security information and event management (SIEM) tools. Consider using an IT asset management (ITAM) solution to ensure your EDR, SIEM, vulnerability scanner etc., are reporting the same number of assets.",CISA_aa22-117a_playbook-aa22-117a.json
211,ACTION,Monitor for Potentially Unwanted Programs,Monitor the environment for potentially unwanted programs.,CISA_aa22-117a_playbook-aa22-117a.json
212,ACTION,Implement Application Allowlisting,Implement application allowlisting to control which applications can run on the network.,CISA_aa22-117a_playbook-aa22-117a.json
213,ACTION,Upgrade F5 BIG-IP Software,Upgrade F5 BIG-IP software to supported versions to mitigate vulnerabilities.,CISA_aa22-138a_playbook-aa22-138a.json
214,ACTION,Upgrade F5 BIG-IP Software to Fixed Versions,Upgrade F5 BIG-IP software to fixed versions as recommended by CISA and MS-ISAC.,CISA_aa22-138a_playbook-aa22-138a.json
215,ACTION,Block iControl REST Access Through Self IP Address,Implement F5's temporary workaround to block iControl REST access through the self IP address.,CISA_aa22-138a_playbook-aa22-138a.json
